720.0,10.0,532.0
720.0,10.0,536.0
720.0,10.0,540.0
720.0,10.0,544.0
720.0,10.0,548.0
720.0,10.0,552.0
720.0,10.0,556.0
720.0,10.0,560.0
720.0,10.0,564.0
720.0,10.0,568.0
720.0,10.0,572.0
720.0,10.0,576.0
720.0,10.0,580.0
720.0,10.0,584.0
720.0,10.0,588.0
720.0,10.0,592.0
720.0,10.0,596.0
720.0,10.0,600.0
720.0,10.0,604.0
720.0,10.0,608.0
720.0,10.0,612.0
720.0,10.0,616.0
720.0,10.0,620.0
720.0,10.0,624.0
720.0,10.0,628.0
720.0,10.0,632.0
720.0,10.0,636.0
720.0,10.0,640.0
720.0,10.0,644.0
720.0,10.0,648.0
720.0,10.0,652.0
720.0,10.0,656.0
720.0,10.0,660.0
720.0,10.0,664.0
720.0,10.0,668.0
720.0,10.0,672.0
720.0,10.0,676.0
720.0,10.0,680.0
716.8,10.0,680.9
715.1,10.0,684.9
713.5,10.0,688.0
711.5,10.0,690.9
708.8,10.0,694.4
706.2,10.0,697.1
703.5,10.0,699.5
700.6,10.0,701.8
696.7,10.0,704.5
692.7,10.0,707.0
688.6,10.0,709.5
685.2,10.0,711.4
680.0,10.0,714.0
675.6,10.0,716.2
671.4,10.0,718.4
667.5,10.0,720.6
664.0,10.0,723.0
660.9,10.0,725.5
658.3,10.0,728.1
656.1,10.0,730.7
654.4,10.0,733.5
653.1,10.0,736.2
652.0,10.0,739.6
651.4,10.0,742.4
651.3,10.0,745.0
651.6,10.0,747.6
652.2,10.0,750.1
653.2,10.0,752.7
654.6,10.0,755.1
656.3,10.0,757.3
658.4,10.0,759.4
660.7,10.0,761.2
663.3,10.0,762.7
666.2,10.0,764.0
669.1,10.0,765.2
672.2,10.0,766.3
674.7,10.0,767.2
677.9,10.0,768.2
681.3,10.0,769.3
684.0,10.0,770.2
686.7,10.0,771.1
690.8,10.0,772.7
694.2,10.0,774.3
697.4,10.0,776.2
700.4,10.0,778.4
703.2,10.0,780.8
705.7,10.0,783.4
707.8,10.0,786.3
709.5,10.0,789.3
711.0,10.0,792.9
711.7,10.0,795.3
712.1,10.0,798.1
712.2,10.0,800.9
712.0,10.0,803.5
711.1,10.0,806.7
709.9,10.0,809.3
708.4,10.0,811.8
706.5,10.0,814.1
704.3,10.0,816.2
701.8,10.0,818.0
698.9,10.0,819.5
695.9,10.0,820.6
692.1,10.0,821.4
689.4,10.0,821.7
685.3,10.0,821.6
681.8,10.0,821.2
678.2,10.0,820.6
674.7,10.0,819.9
671.0,10.0,819.2
667.3,10.0,818.4
663.6,10.0,817.9
659.9,10.0,817.6
656.0,10.0,817.5
652.1,10.0,817.5
648.0,10.0,817.7
644.0,10.0,817.9
639.9,10.0,818.3
635.7,10.0,818.8
631.4,10.0,819.4
627.1,10.0,820.2
621.8,10.0,821.1
617.3,10.0,821.9
612.8,10.0,822.8
608.2,10.0,823.7
603.6,10.0,824.8
599.0,10.0,826.0
594.3,10.0,827.2
589.6,10.0,828.4
584.8,10.0,829.7
580.0,10.0,831.0
575.2,10.0,832.3
570.3,10.0,833.6
566.4,10.0,834.7
562.4,10.0,835.8
558.4,10.0,836.9
552.3,10.0,838.5
547.2,10.0,839.8
542.0,10.0,840.9
536.8,10.0,842.0
531.7,10.0,842.9
